,workclass,occupation
31194, Self-emp-not-inc, Sales
31195, Private, Other-service
31196, Local-gov, Prof-specialty
31197, Self-emp-inc, Craft-repair
31198, Private, Exec-managerial
31199, Self-emp-inc, Sales
31200, Private, Craft-repair
31201, ?, ?
31202, Private, Other-service
31203, Private, Other-service
31204, Local-gov, Exec-managerial
31205, Private, Other-service
31206, Self-emp-inc, Protective-serv
31207, Private, Prof-specialty
31208, Private, Prof-specialty
31209, Private, Transport-moving
31210, Private, Handlers-cleaners
31211, Private, Craft-repair
31212, Self-emp-not-inc, Craft-repair
31213, Private, Other-service
31214, Private, Sales
31215, Private, Exec-managerial
31216, Self-emp-inc, Prof-specialty
31217, Private, Craft-repair
31218, Private, Farming-fishing
31219, Private, Machine-op-inspct
31220, ?, ?
31221, Private, Craft-repair
31222, Private, Adm-clerical
31223, Local-gov, Prof-specialty
31224, Federal-gov, Exec-managerial
31225, Private, Transport-moving
31226, Private, Exec-managerial
31227, Self-emp-not-inc, Sales
31228, Private, Craft-repair
31229, Private, Tech-support
31230, Private, Craft-repair
31231, Private, Sales
31232, Private, Sales
31233, Private, Machine-op-inspct
31234, Local-gov, Handlers-cleaners
31235, ?, ?
31236, Private, Craft-repair
31237, Private, Sales
31238, Private, Sales
31239, Private, Machine-op-inspct
31240, Self-emp-not-inc, Exec-managerial
31241, Self-emp-not-inc, Farming-fishing
31242, Private, Handlers-cleaners
31243, Private, Exec-managerial
31244, Private, Sales
31245, Private, Prof-specialty
31246, Private, Transport-moving
31247, ?, ?
31248, Private, Transport-moving
31249, Private, Adm-clerical
31250, Private, Adm-clerical
31251, State-gov, Prof-specialty
31252, Private, Exec-managerial
31253, ?, ?
31254, Private, Prof-specialty
31255, Private, Tech-support
31256, Self-emp-not-inc, Farming-fishing
31257, Private, Other-service
31258, Private, Machine-op-inspct
31259, Private, Other-service
31260, Self-emp-not-inc, Sales
31261, Private, Craft-repair
31262, Private, Sales
31263, Self-emp-not-inc, Sales
31264, Private, Other-service
31265, Private, Other-service
31266, Self-emp-inc, Prof-specialty
31267, Private, Sales
31268, Private, Prof-specialty
31269, Private, Sales
31270, Private, Machine-op-inspct
31271, Private, Sales
31272, Private, Prof-specialty
31273, ?, ?
31274, Private, Craft-repair
31275, Private, Handlers-cleaners
31276, ?, ?
31277, Private, Craft-repair
31278, Private, Sales
31279, ?, ?
31280, Private, Exec-managerial
31281, Self-emp-not-inc, Exec-managerial
31282, Private, Craft-repair
31283, Self-emp-not-inc, Prof-specialty
31284, Private, Exec-managerial
31285, Private, Craft-repair
31286, Self-emp-inc, Craft-repair
31287, Private, Sales
31288, Self-emp-not-inc, Prof-specialty
31289, Local-gov, Exec-managerial
31290, Self-emp-not-inc, Prof-specialty
31291, Private, Other-service
31292, Private, Farming-fishing
31293, Private, Exec-managerial
31294, Private, Sales
31295, Local-gov, Prof-specialty
31296, State-gov, Prof-specialty
31297, Private, Adm-clerical
31298, Federal-gov, Adm-clerical
31299, Private, Handlers-cleaners
31300, Private, Adm-clerical
31301, Private, Machine-op-inspct
31302, Private, Adm-clerical
31303, Private, Farming-fishing
31304, Private, Craft-repair
31305, Private, Machine-op-inspct
31306, State-gov, Exec-managerial
31307, ?, ?
31308, Private, Adm-clerical
31309, State-gov, Prof-specialty
31310, Private, Craft-repair
31311, Local-gov, Exec-managerial
31312, Private, Transport-moving
31313, ?, ?
31314, Private, Other-service
31315, Private, Prof-specialty
31316, Private, Exec-managerial
31317, Private, Tech-support
31318, Private, Adm-clerical
31319, State-gov, Exec-managerial
31320, Private, Tech-support
31321, Private, Sales
31322, Private, Craft-repair
31323, Private, Exec-managerial
31324, Private, Prof-specialty
31325, Local-gov, Adm-clerical
31326, Private, Craft-repair
31327, State-gov, Prof-specialty
31328, Private, Other-service
31329, Local-gov, Prof-specialty
31330, Private, Sales
31331, Local-gov, Protective-serv
31332, Private, Machine-op-inspct
31333, Federal-gov, Prof-specialty
31334, Private, Exec-managerial
31335, Private, Tech-support
31336, Private, Prof-specialty
31337, Private, Machine-op-inspct
31338, Private, Prof-specialty
31339, Private, Sales
31340, Private, Sales
31341, Private, Adm-clerical
31342, Self-emp-not-inc, Exec-managerial
31343, Private, Exec-managerial
31344, Private, Other-service
31345, Private, Craft-repair
31346, Federal-gov, Transport-moving
31347, Private, Tech-support
31348, Private, Sales
31349, Private, Tech-support
31350, Private, Tech-support
31351, Private, Craft-repair
31352, State-gov, Prof-specialty
31353, Private, Craft-repair
31354, Private, Craft-repair
31355, Local-gov, Exec-managerial
31356, Private, Sales
31357, Private, Prof-specialty
31358, Federal-gov, Farming-fishing
31359, Private, Exec-managerial
31360, ?, ?
31361, Private, Prof-specialty
31362, Private, Sales
31363, Self-emp-not-inc, Prof-specialty
31364, Self-emp-not-inc, Sales
31365, Private, Prof-specialty
31366, Private, Handlers-cleaners
31367, Private, Sales
31368, Self-emp-not-inc, Transport-moving
31369, Private, Handlers-cleaners
31370, Local-gov, Prof-specialty
31371, Private, Adm-clerical
31372, ?, ?
31373, Local-gov, Handlers-cleaners
31374, Private, Handlers-cleaners
31375, Private, Prof-specialty
31376, Private, Handlers-cleaners
31377, Private, Adm-clerical
31378, Local-gov, Farming-fishing
31379, Self-emp-inc, Craft-repair
31380, Private, Machine-op-inspct
31381, Private, Handlers-cleaners
31382, Private, Machine-op-inspct
31383, Private, Craft-repair
31384, Private, Other-service
31385, Private, Handlers-cleaners
31386, Self-emp-not-inc, Sales
31387, State-gov, Tech-support
31388, Private, Handlers-cleaners
31389, Private, Craft-repair
31390, ?, ?
31391, Private, Craft-repair
31392, Private, Exec-managerial
31393, Private, Adm-clerical
31394, Self-emp-not-inc, Transport-moving
31395, Private, Adm-clerical
31396, Private, Exec-managerial
31397, Self-emp-not-inc, Craft-repair
31398, Private, Exec-managerial
31399, Local-gov, Adm-clerical
31400, Private, Machine-op-inspct
31401, Local-gov, Prof-specialty
31402, Federal-gov, Adm-clerical
31403, Private, Craft-repair
31404, Private, Other-service
31405, Private, Prof-specialty
31406, Private, Prof-specialty
31407, Private, Prof-specialty
31408, Private, Adm-clerical
31409, Private, Craft-repair
31410, Private, Machine-op-inspct
31411, Private, Exec-managerial
31412, Private, Adm-clerical
31413, Private, Other-service
31414, Private, Adm-clerical
31415, Federal-gov, Adm-clerical
31416, Private, Adm-clerical
31417, Self-emp-inc, Exec-managerial
31418, Private, Adm-clerical
31419, Private, Exec-managerial
31420, Private, Prof-specialty
31421, ?, ?
31422, Private, Transport-moving
31423, Private, Prof-specialty
31424, Private, Tech-support
31425, Private, Prof-specialty
31426, Self-emp-not-inc, Farming-fishing
31427, Private, Other-service
31428, Private, Other-service
31429, Private, Craft-repair
31430, Self-emp-inc, Sales
31431, Self-emp-not-inc, Craft-repair
31432, ?, ?
31433, Private, Transport-moving
31434, Private, Prof-specialty
31435, Private, Prof-specialty
31436, State-gov, Adm-clerical
31437, Private, Craft-repair
31438, Private, Adm-clerical
31439, Private, Handlers-cleaners
31440, Private, Machine-op-inspct
31441, Private, Handlers-cleaners
31442, Private, Craft-repair
31443, State-gov, Transport-moving
31444, Self-emp-not-inc, Farming-fishing
31445, Self-emp-not-inc, Craft-repair
31446, Private, Adm-clerical
31447, Private, Protective-serv
31448, Private, Sales
31449, Private, Machine-op-inspct
31450, Private, Prof-specialty
31451, Private, Prof-specialty
31452, Local-gov, Prof-specialty
31453, Private, Machine-op-inspct
31454, Private, Adm-clerical
31455, Local-gov, Prof-specialty
31456, Private, Exec-managerial
31457, Private, Tech-support
31458, Private, Transport-moving
31459, Private, Sales
31460, Private, Handlers-cleaners
31461, Private, Craft-repair
31462, Private, Craft-repair
31463, Local-gov, Handlers-cleaners
31464, Private, Craft-repair
31465, Self-emp-not-inc, Sales
31466, Private, Priv-house-serv
31467, Self-emp-not-inc, Sales
31468, Private, Prof-specialty
31469, Private, Transport-moving
31470, Private, Priv-house-serv
31471, Private, Sales
31472, Private, Other-service
31473, Self-emp-not-inc, Prof-specialty
31474, Private, Craft-repair
31475, Self-emp-inc, Craft-repair
31476, Private, Other-service
31477, Private, Other-service
31478, Private, Machine-op-inspct
31479, Private, Transport-moving
31480, State-gov, Other-service
31481, Self-emp-not-inc, Exec-managerial
31482, Private, Craft-repair
31483, Self-emp-not-inc, Farming-fishing
31484, Private, Machine-op-inspct
31485, Private, Exec-managerial
31486, Private, Prof-specialty
31487, Private, Adm-clerical
31488, Private, Prof-specialty
31489, Local-gov, Prof-specialty
31490, Private, Exec-managerial
31491, Private, Adm-clerical
31492, Federal-gov, Exec-managerial
31493, Private, Transport-moving
31494, Private, Sales
31495, Private, Prof-specialty
31496, Self-emp-inc, Sales
31497, Private, Machine-op-inspct
31498, State-gov, Protective-serv
31499, Private, Sales
31500, Private, Other-service
31501, Private, Exec-managerial
31502, Self-emp-not-inc, Transport-moving
31503, Private, Prof-specialty
31504, Federal-gov, Tech-support
31505, Private, Adm-clerical
31506, Private, Adm-clerical
31507, Private, Prof-specialty
31508, State-gov, Adm-clerical
31509, Private, Other-service
31510, Private, Tech-support
31511, Private, Prof-specialty
31512, Private, Other-service
31513, Private, Prof-specialty
31514, State-gov, Tech-support
31515, Federal-gov, Craft-repair
31516, Local-gov, Protective-serv
31517, Private, Exec-managerial
31518, Private, Craft-repair
31519, Private, Exec-managerial
31520, Private, Craft-repair
31521, Private, Exec-managerial
31522, Private, Other-service
31523, Local-gov, Craft-repair
31524, Self-emp-not-inc, Exec-managerial
31525, Private, Other-service
31526, Private, Handlers-cleaners
31527, ?, ?
31528, Private, Farming-fishing
31529, Private, Adm-clerical
31530, Private, Craft-repair
31531, Local-gov, Prof-specialty
31532, Private, Handlers-cleaners
31533, Private, Sales
31534, Private, Craft-repair
31535, Self-emp-not-inc, Exec-managerial
31536, ?, ?
31537, Private, Sales
31538, Self-emp-not-inc, Farming-fishing
31539, Self-emp-not-inc, Exec-managerial
31540, ?, ?
31541, Private, Exec-managerial
31542, Private, Handlers-cleaners
31543, Self-emp-not-inc, Sales
31544, Private, Other-service
31545, Federal-gov, Prof-specialty
31546, Private, Farming-fishing
31547, Private, Exec-managerial
31548, Private, Craft-repair
31549, Private, Adm-clerical
31550, Private, Machine-op-inspct
31551, Private, Exec-managerial
31552, Private, Adm-clerical
31553, State-gov, Adm-clerical
31554, Private, Prof-specialty
31555, Private, Machine-op-inspct
31556, Private, Sales
31557, Self-emp-not-inc, Exec-managerial
31558, Private, Prof-specialty
31559, Private, Protective-serv
31560, Private, Adm-clerical
31561, Self-emp-not-inc, Sales
31562, Private, Transport-moving
31563, Private, Tech-support
31564, Private, Adm-clerical
31565, Private, Exec-managerial
31566, Private, Machine-op-inspct
31567, Private, Adm-clerical
31568, ?, ?
31569, Self-emp-not-inc, Prof-specialty
31570, Private, Sales
31571, Private, Exec-managerial
31572, Private, Adm-clerical
31573, Private, Transport-moving
31574, Private, Tech-support
31575, Private, Adm-clerical
31576, Private, Prof-specialty
31577, ?, ?
31578, State-gov, Protective-serv
31579, Private, Transport-moving
31580, Self-emp-not-inc, Prof-specialty
31581, Private, Craft-repair
31582, State-gov, Adm-clerical
31583, Private, Handlers-cleaners
31584, Private, Exec-managerial
31585, Private, Sales
31586, Private, Adm-clerical
31587, Private, Prof-specialty
31588, Private, Exec-managerial
31589, Private, Protective-serv
31590, Private, Adm-clerical
31591, ?, ?
31592, Private, Tech-support
31593, Private, Adm-clerical
31594, ?, ?
31595, Private, Craft-repair
31596, Private, Prof-specialty
31597, Local-gov, Prof-specialty
31598, Private, Sales
31599, Private, Protective-serv
31600, State-gov, Protective-serv
31601, Private, Machine-op-inspct
31602, Private, Handlers-cleaners
31603, Private, Machine-op-inspct
31604, Private, Machine-op-inspct
31605, ?, ?
31606, Private, Craft-repair
31607, Private, Prof-specialty
31608, Private, Exec-managerial
31609, Private, Exec-managerial
31610, Private, Handlers-cleaners
31611, Local-gov, Prof-specialty
31612, Private, Craft-repair
31613, Private, Craft-repair
31614, Private, Sales
31615, Local-gov, Prof-specialty
31616, Private, Other-service
31617, Self-emp-not-inc, Other-service
31618, Private, Craft-repair
31619, Self-emp-not-inc, Craft-repair
31620, Private, Craft-repair
31621, ?, ?
31622, Self-emp-not-inc, Sales
31623, Self-emp-not-inc, Prof-specialty
31624, Private, Adm-clerical
31625, Private, Handlers-cleaners
31626, Local-gov, Prof-specialty
31627, Private, Sales
31628, Federal-gov, Prof-specialty
31629, Self-emp-not-inc, Farming-fishing
31630, Private, Craft-repair
31631, Private, Prof-specialty
31632, Private, Sales
31633, ?, ?
31634, Private, Other-service
31635, ?, ?
31636, Private, Exec-managerial
31637, Local-gov, Prof-specialty
31638, Private, Machine-op-inspct
31639, Private, Sales
31640, Self-emp-inc, Transport-moving
31641, Private, Other-service
31642, Private, Craft-repair
